municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Robledillo de la Jara                       ;2020/05/03 07:00:00;;0;;1851,85;1245  
La Serna del Monte                          ;2020/05/03 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/05/03 07:00:00;;41,68;25;347,37;0437  
Rozas de Puerto Real                        ;2020/05/03 07:00:00;;0;;765,31;1283  
Valdemanco                                  ;2020/05/03 07:00:00;;0;;135,14;1586  
Brunete                                     ;2020/05/03 07:00:00;10;88,56;73;646,48;0262  
Titulcia                                    ;2020/05/03 07:00:00;;0;8;804,83;1473  
Villa del Prado                             ;2020/05/03 07:00:00;8;121,27;114;1728,06;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/05/03 07:00:00;;0;;261,55;9015  
Quijorna                                    ;2020/05/03 07:00:00;;50,94;22;1120,73;1198  
Valdemoro                                   ;2020/05/03 07:00:00;33;43,19;735;962,07;1610  
Tres Cantos                                 ;2020/05/03 07:00:00;28;58,27;337;701,35;9036  
Torrelaguna                                 ;2020/05/03 07:00:00;;59,29;18;355,73;1512  
Rivas-Vaciamadrid                           ;2020/05/03 07:00:00;23;26,7;532;617,66;1230  
El Atazar                                   ;2020/05/03 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/05/03 07:00:00;;54,21;25;451,75;1087  
Santa María de la Alameda                   ;2020/05/03 07:00:00;;528,54;6;634,25;1356  
Horcajuelo de la Sierra                     ;2020/05/03 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/05/03 07:00:00;8;30,66;158;605,62;0151  
Moralzarzal                                 ;2020/05/03 07:00:00;;23,04;68;522,19;0908  
Canencia                                    ;2020/05/03 07:00:00;;271;;542,01;0344  
Villarejo de Salvanés                       ;2020/05/03 07:00:00;;13,12;34;446,14;1809  
Serranillos del Valle                       ;2020/05/03 07:00:00;;131,61;31;816;1408  
Villaviciosa de Odón                        ;2020/05/03 07:00:00;14;50,47;190;684,93;1816  
Camarma de Esteruelas                       ;2020/05/03 07:00:00;;28,1;42;590,14;0323  
Robledo de Chavela                          ;2020/05/03 07:00:00;;26,53;22;583,55;1258  
Patones                                     ;2020/05/03 07:00:00;;218,34;6;1310,04;1071  
Navalagamella                               ;2020/05/03 07:00:00;;0;6;266,67;0954  
Rascafría                                   ;2020/05/03 07:00:00;;0;;339,44;1202  
El Boalo                                    ;2020/05/03 07:00:00;8;126,48;39;616,6;0231  
Majadahonda                                 ;2020/05/03 07:00:00;60;76,95;526;674,63;0800  
Batres                                      ;2020/05/03 07:00:00;;0;8;1797,75;0170  
Alcobendas                                  ;2020/05/03 07:00:00;58;47,85;705;581,62;0066  
Alcalá de Henares                           ;2020/05/03 07:00:00;61;29,18;2281;1091,15;0053  
Colmenar Viejo                              ;2020/05/03 07:00:00;34;67,46;362;718,21;0455  
San Fernando de Henares                     ;2020/05/03 07:00:00;15;35,69;403;958,91;1300  
Villalbilla                                 ;2020/05/03 07:00:00;;0;87;778,52;1723  
El Escorial                                 ;2020/05/03 07:00:00;20;120,32;97;583,53;0549  
Colmenar del Arroyo                         ;2020/05/03 07:00:00;;194,43;8;518,47;0421  
Torrejón de Ardoz                           ;2020/05/03 07:00:00;43;31,09;941;680,46;1489  
Piñuécar-Gandullas                          ;2020/05/03 07:00:00;;0;;0;1147  
Brea de Tajo                                ;2020/05/03 07:00:00;;0;;680,27;0259  
El Molar                                    ;2020/05/03 07:00:00;;41,69;35;364,81;0869  
Belmonte de Tajo                            ;2020/05/03 07:00:00;;72,31;;361,53;0199  
Torres de la Alameda                        ;2020/05/03 07:00:00;;36,41;75;910,19;1548  
Somosierra                                  ;2020/05/03 07:00:00;;0;;1612,9;1436  
Alpedrete                                   ;2020/05/03 07:00:00;36;249,43;137;949,21;0105  
Orusco de Tajuña                            ;2020/05/03 07:00:00;;0;17;1539,86;1028  
La Hiruela                                  ;2020/05/03 07:00:00;;0;;9090,91;0698  
Cervera de Buitrago                         ;2020/05/03 07:00:00;;0;;2777,78;0395  
Getafe                                      ;2020/05/03 07:00:00;90;47,02;1216;635,33;0650  
Ribatejada                                  ;2020/05/03 07:00:00;;227,79;;455,58;1224  
Villaconejos                                ;2020/05/03 07:00:00;;0;8;180,34;1701  
Valdetorres de Jarama                       ;2020/05/03 07:00:00;;0;16;402,31;1646  
Madrid-Retiro                               ;2020/05/02 07:00:00;108;97,15;1361;1224,21;079603
Madrid-Salamanca                            ;2020/05/02 07:00:00;112;71,18;1548;983,85;079604
Madrid-Centro                               ;2020/05/02 07:00:00;117;82,26;1109;779,73;079601
Madrid-Arganzuela                           ;2020/05/02 07:00:00;130;72,87;1501;841,36;079602
Madrid-Chamartín                            ;2020/05/02 07:00:00;128;87,14;1527;1039,59;079605
Madrid-Tetuán                               ;2020/05/02 07:00:00;144;88,09;2044;1250,32;079606
Madrid-Chamberí                             ;2020/05/02 07:00:00;154;103,72;1453;978,57;079607
Madrid-Fuencarral-El Pardo                  ;2020/05/02 07:00:00;160;71,26;2796;1245,21;079608
Madrid-Moncloa-Aravaca                      ;2020/05/02 07:00:00;127;100,09;1259;992,24;079609
Madrid-Latina                               ;2020/05/02 07:00:00;232;92,96;2605;1043,79;079610
Madrid-Carabanchel                          ;2020/05/02 07:00:00;225;91,31;2509;1018,19;079611
Madrid-Usera                                ;2020/05/02 07:00:00;107;72,08;1333;897,93;079612
Madrid-Puente de Vallecas                   ;2020/05/02 07:00:00;194;75,86;2899;1133,6;079613
Madrid-San Blas - Canillejas                ;2020/05/02 07:00:00;89;64,09;1378;992,26;079620
Madrid-Barajas                              ;2020/05/02 07:00:00;21;39,86;411;780,17;079621
Madrid-Moratalaz                            ;2020/05/02 07:00:00;86;88,32;1264;1298,06;079614
Madrid-Ciudad Lineal                        ;2020/05/02 07:00:00;183;69,15;2106;795,75;079615
Madrid-Hortaleza                            ;2020/05/02 07:00:00;112;53,01;1665;788,07;079616
Madrid-Villaverde                           ;2020/05/02 07:00:00;119;74,82;1356;852,6;079617
Madrid-Villa de Vallecas                    ;2020/05/02 07:00:00;48;45,02;1159;1086,95;079618
Madrid-Vicálvaro                            ;2020/05/02 07:00:00;43;59,82;751;1044,68;079619
Pozuelo de Alarcón                          ;2020/05/02 07:00:00;125;141,56;734;831,26;1150  
Alcorcón                                    ;2020/05/02 07:00:00;138;78,93;1711;978,6;0072  
Navalcarnero                                ;2020/05/02 07:00:00;12;42,51;156;552,62;0967  
San Agustín del Guadalix                    ;2020/05/02 07:00:00;;20,6;57;391,4;1296  
Las Rozas de Madrid                         ;2020/05/02 07:00:00;91;94,94;722;753,28;1277  
Moraleja de Enmedio                         ;2020/05/02 07:00:00;;56,01;25;466,77;0894  
Valdaracete                                 ;2020/05/02 07:00:00;;0;;823,72;1551  
Pozuelo del Rey                             ;2020/05/02 07:00:00;;0;;404,04;1163  
Puebla de la Sierra                         ;2020/05/02 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/05/02 07:00:00;;26,86;8;214,88;1104  
Valdemorillo                                ;2020/05/02 07:00:00;6;49,5;46;379,51;1603  
Navalafuente                                ;2020/05/02 07:00:00;;125,94;6;755,67;0941  
Velilla de San Antonio                      ;2020/05/02 07:00:00;;40,02;67;536,3;1678  
Villanueva de la Cañada                     ;2020/05/02 07:00:00;17;69,72;129;529,04;1760  
Villanueva del Pardillo                     ;2020/05/02 07:00:00;7;41,45;83;491,44;1776  
Nuevo Baztán                                ;2020/05/02 07:00:00;;30,09;28;421,24;1006  
Villamantilla                               ;2020/05/02 07:00:00;;0;7;829,38;1757  
Villamanta                                  ;2020/05/02 07:00:00;;46,93;12;563,12;1744  
Cabanillas de la Sierra                     ;2020/05/02 07:00:00;;0;10;1727,12;0297  
Cenicientos                                 ;2020/05/02 07:00:00;6;305,97;25;1274,86;0376  
Puentes Viejas                              ;2020/05/02 07:00:00;;0;;437,64;9020  
Aranjuez                                    ;2020/05/02 07:00:00;27;42,57;435;685,78;0133  
Cercedilla                                  ;2020/05/02 07:00:00;9;120,21;99;1322,29;0382  
Santorcaz                                   ;2020/05/02 07:00:00;;0;7;1236,75;1369  
Coslada                                     ;2020/05/02 07:00:00;45;50,9;778;880,06;0493  
Morata de Tajuña                            ;2020/05/02 07:00:00;6;77,25;95;1223,12;0915  
Robregordo                                  ;2020/05/02 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/05/02 07:00:00;;0;;2409,64;0973  
Venturada                                   ;2020/05/02 07:00:00;;0;;212,46;1697  
Navacerrada                                 ;2020/05/02 07:00:00;;143,47;17;609,76;0936  
Montejo de la Sierra                        ;2020/05/02 07:00:00;;0;;279,33;0881  
Fresno de Torote                            ;2020/05/02 07:00:00;;0;14;1165,7;0571  
Pinilla del Valle                           ;2020/05/02 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/05/02 07:00:00;;116,96;;584,8;1599  
Navas del Rey                               ;2020/05/02 07:00:00;15;509,51;61;2072,01;0992  
Olmeda de las Fuentes                       ;2020/05/02 07:00:00;;0;;1244,81;1013  
Bustarviejo                                 ;2020/05/02 07:00:00;;0;7;393,92;0284  
Becerril de la Sierra                       ;2020/05/02 07:00:00;;86,63;30;519,75;0186  
Fuenlabrada                                 ;2020/05/02 07:00:00;117;57,35;1476;723,48;0587  
Garganta de los Montes                      ;2020/05/02 07:00:00;;0;;364,96;0626  
Pinto                                       ;2020/05/02 07:00:00;29;54,56;244;459,06;1132  
Alameda del Valle                           ;2020/05/02 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/05/02 07:00:00;;0;;1315,79;0203  
Los Santos de la Humosa                     ;2020/05/02 07:00:00;;59,56;20;1191,19;1375  
El Álamo                                    ;2020/05/02 07:00:00;10;101,29;70;709;0040  
Pelayos de la Presa                         ;2020/05/02 07:00:00;;37,52;16;600,38;1090  
Galapagar                                   ;2020/05/02 07:00:00;49;147,72;239;720,53;0611  
Griñón                                      ;2020/05/02 07:00:00;;25,98;80;692,88;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/05/02 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/05/02 07:00:00;8;265,25;54;1790,45;0088  
Carabaña                                    ;2020/05/02 07:00:00;;57,21;13;743,71;0357  
Talamanca de Jarama                         ;2020/05/02 07:00:00;;95,79;27;862,07;1454  
Chapinería                                  ;2020/05/02 07:00:00;;0;6;262,24;0513  
Ciempozuelos                                ;2020/05/02 07:00:00;17;66,24;197;767,55;0409  
Ajalvir                                     ;2020/05/02 07:00:00;;42,14;14;294,99;0029  
San Lorenzo de El Escorial                  ;2020/05/02 07:00:00;18;101,61;128;722,55;1317  
Gascones                                    ;2020/05/02 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/05/02 07:00:00;8;39,28;84;412,47;1322  
Móstoles                                    ;2020/05/02 07:00:00;154;70,47;1924;880,36;0920  
Leganés                                     ;2020/05/02 07:00:00;148;75,16;2854;1449,41;0745  
Braojos                                     ;2020/05/02 07:00:00;;0;;1242,24;0246  
Cubas de la Sagra                           ;2020/05/02 07:00:00;;54,1;24;432,82;0506  
Algete                                      ;2020/05/02 07:00:00;7;31,52;103;463,86;0091  
Mejorada del Campo                          ;2020/05/02 07:00:00;7;28,56;173;705,95;0843  
Loeches                                     ;2020/05/02 07:00:00;;0;48;692,54;0758  
Parla                                       ;2020/05/02 07:00:00;47;34,38;716;523,75;1065  
Fuentidueña de Tajo                         ;2020/05/02 07:00:00;;50,43;17;857,29;0604  
Ambite                                      ;2020/05/02 07:00:00;;0;7;1402,81;0112  
Torremocha de Jarama                        ;2020/05/02 07:00:00;;0;8;996,26;1533  
Anchuelo                                    ;2020/05/02 07:00:00;;0;7;916,23;0127  
Los Molinos                                 ;2020/05/02 07:00:00;8;199,65;50;1247,82;0875  
Soto del Real                               ;2020/05/02 07:00:00;;51,04;63;643,12;1441  
Valverde de Alcalá                          ;2020/05/02 07:00:00;;375,94;8;3007,52;1662  
Fuente el Saz de Jarama                     ;2020/05/02 07:00:00;;23,42;32;374,71;0590  
Horcajo de la Sierra-Aoslos                 ;2020/05/02 07:00:00;;0;;5882,35;0702  
Valdeolmos-Alalpardo                        ;2020/05/02 07:00:00;;36,9;11;405,9;1625  
Campo Real                                  ;2020/05/02 07:00:00;;16,6;24;398,41;0339  
Valdeavero                                  ;2020/05/02 07:00:00;;0;8;759,73;1564  
Villamanrique de Tajo                       ;2020/05/02 07:00:00;;146,84;;587,37;1739  
Cobeña                                      ;2020/05/02 07:00:00;;26,82;65;871,66;0416  
Fresnedillas de la Oliva                    ;2020/05/02 07:00:00;;73,53;9;661,76;0565  
Valdilecha                                  ;2020/05/02 07:00:00;;39,2;17;666,41;1659  
